Year,Month,ProductCategory,ProductSubcategory,Product,Qty,LineTotal
2016,10,Accessories,Cleaners,Bike Wash - Dissolver,17,70.62
2016,10,Accessories,Cleaners,Bike Wash - Dissolver,17,70.62
2016,10,Accessories,Cleaners,Bike Wash - Dissolver,17,70.62
2016,10,Accessories,Cleaners,Bike Wash - Dissolver,17,70.62
2016,10,Components,Mountain Frames,"LL Mountain Frame - Black, 48",3,449.62
2016,10,Components,Mountain Frames,"LL Mountain Frame - Black, 48",3,449.62
2016,10,Components,Mountain Frames,"LL Mountain Frame - Black, 48",3,449.62
2016,10,Components,Mountain Frames,"LL Mountain Frame - Black, 48",3,449.62
2016,10,Components,Mountain Frames,"LL Mountain Frame - Black, 48",3,449.62
2016,10,Components,Mountain Frames,"LL Mountain Frame - Black, 48",3,449.62
2016,10,Components,Mountain Frames,"LL Mountain Frame - Black, 48",3,449.62
2016,10,Components,Mountain Frames,"LL Mountain Frame - Black, 48",3,449.62
2016,10,Components,Mountain Frames,"LL Mountain Frame - Black, 48",3,449.62
2016,10,Components,Mountain Frames,"LL Mountain Frame - Black, 48",3,449.62
2016,10,Bikes,Mountain Bikes,"Mountain-200 Black, 46",5,6884.97
2016,10,Bikes,Mountain Bikes,"Mountain-200 Black, 46",5,6884.97
2016,10,Bikes,Mountain Bikes,"Mountain-200 Black, 46",5,6884.97
2016,10,Bikes,Mountain Bikes,"Mountain-200 Black, 46",5,6884.97
2016,10,Bikes,Mountain Bikes,"Mountain-200 Black, 46",5,6884.97
2016,10,Bikes,Mountain Bikes,"Mountain-200 Black, 46",5,6884.97
2016,10,Bikes,Mountain Bikes,"Mountain-200 Black, 46",5,6884.97
2016,10,Bikes,Mountain Bikes,"Mountain-200 Black, 46",5,6884.97
2016,10,Bikes,Mountain Bikes,"Mountain-200 Black, 46",5,6884.97
2016,10,Bikes,Mountain Bikes,"Mountain-200 Black, 46",5,6884.97
2016,10,Clothing,Caps,AWC Logo Cap,10,53.94
2016,10,Clothing,Caps,AWC Logo Cap,10,53.94
2016,10,Clothing,Caps,AWC Logo Cap,10,53.94
2016,10,Clothing,Caps,AWC Logo Cap,10,53.94
2016,10,Clothing,Caps,AWC Logo Cap,10,53.94
2016,10,Clothing,Caps,AWC Logo Cap,10,53.94
2016,10,Clothing,Caps,AWC Logo Cap,10,53.94
2016,10,Clothing,Caps,AWC Logo Cap,10,53.94
2016,10,Clothing,Caps,AWC Logo Cap,10,53.94
2016,10,Clothing,Caps,AWC Logo Cap,10,53.94
2016,10,Accessories,Helmets,"Sport-100 Helmet, Red",13,258.55
2016,10,Accessories,Helmets,"Sport-100 Helmet, Red",13,258.55
2016,10,Accessories,Helmets,"Sport-100 Helmet, Red",13,258.55
2016,10,Accessories,Helmets,"Sport-100 Helmet, Red",13,258.55
2016,10,Accessories,Helmets,"Sport-100 Helmet, Red",13,258.55
2016,10,Accessories,Helmets,"Sport-100 Helmet, Red",13,258.55
2016,10,Accessories,Helmets,"Sport-100 Helmet, Red",13,258.55
2016,10,Accessories,Helmets,"Sport-100 Helmet, Red",13,258.55
2016,10,Accessories,Helmets,"Sport-100 Helmet, Red",13,258.55
2016,10,Accessories,Helmets,"Sport-100 Helmet, Red",13,258.55
2016,10,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,4175.98
2016,10,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,4175.98
2016,10,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,4175.98
2016,10,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,4175.98
2016,10,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,4175.98
2016,10,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,4175.98
2016,10,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,4175.98
2016,10,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,4175.98
2016,10,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,4175.98
2016,10,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,4175.98
2016,10,Clothing,Vests,"Classic Vest, M",9,342.90
2016,10,Clothing,Vests,"Classic Vest, M",9,342.90
2016,10,Clothing,Vests,"Classic Vest, M",9,342.90
2016,10,Clothing,Vests,"Classic Vest, M",9,342.90
2016,10,Clothing,Vests,"Classic Vest, M",9,342.90
2016,10,Clothing,Vests,"Classic Vest, M",9,342.90
2016,10,Clothing,Vests,"Classic Vest, M",9,342.90
2016,10,Clothing,Vests,"Classic Vest, M",9,342.90
2016,10,Clothing,Vests,"Classic Vest, M",9,342.90
2016,10,Clothing,Vests,"Classic Vest, M",9,342.90
2016,10,Components,Mountain Frames,"HL Mountain Frame - Black, 42",3,2429.28
2016,10,Components,Mountain Frames,"HL Mountain Frame - Black, 42",3,2429.28
2016,10,Components,Mountain Frames,"HL Mountain Frame - Black, 42",3,2429.28
2016,10,Components,Mountain Frames,"HL Mountain Frame - Black, 42",3,2429.28
2016,10,Components,Mountain Frames,"HL Mountain Frame - Black, 42",3,2429.28
2016,10,Components,Mountain Frames,"HL Mountain Frame - Black, 42",3,2429.28
2016,10,Components,Mountain Frames,"HL Mountain Frame - Black, 42",3,2429.28
2016,10,Components,Mountain Frames,"HL Mountain Frame - Black, 42",3,2429.28
2016,10,Components,Mountain Frames,"HL Mountain Frame - Black, 42",3,2429.28
2016,10,Components,Mountain Frames,"HL Mountain Frame - Black, 42",3,2429.28
2016,10,Clothing,Gloves,"Half-Finger Gloves, M",7,102.86
2016,10,Clothing,Gloves,"Half-Finger Gloves, M",7,102.86
2016,10,Clothing,Gloves,"Half-Finger Gloves, M",7,102.86
2016,10,Clothing,Gloves,"Half-Finger Gloves, M",7,102.86
2016,10,Clothing,Gloves,"Half-Finger Gloves, M",7,102.86
2016,10,Clothing,Gloves,"Half-Finger Gloves, M",7,102.86
2016,10,Clothing,Gloves,"Half-Finger Gloves, M",7,102.86
2016,10,Clothing,Gloves,"Half-Finger Gloves, M",7,102.86
2016,10,Clothing,Gloves,"Half-Finger Gloves, M",7,102.86
2016,10,Clothing,Gloves,"Half-Finger Gloves, M",7,102.86
2016,10,Accessories,Hydration Packs,Hydration Pack - 70 oz.,7,230.96
2016,10,Accessories,Hydration Packs,Hydration Pack - 70 oz.,7,230.96
2016,10,Accessories,Hydration Packs,Hydration Pack - 70 oz.,7,230.96
2016,10,Accessories,Hydration Packs,Hydration Pack - 70 oz.,7,230.96
2016,10,Accessories,Hydration Packs,Hydration Pack - 70 oz.,7,230.96
2016,10,Accessories,Hydration Packs,Hydration Pack - 70 oz.,7,230.96
2016,10,Accessories,Hydration Packs,Hydration Pack - 70 oz.,7,230.96
2016,10,Accessories,Hydration Packs,Hydration Pack - 70 oz.,7,230.96
2016,10,Accessories,Hydration Packs,Hydration Pack - 70 oz.,7,230.96
2016,10,Accessories,Hydration Packs,Hydration Pack - 70 oz.,7,230.96
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,2783.99
2016,10,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,2783.99
2016,10,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,2783.99
2016,10,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,2783.99
2016,10,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,2783.99
2016,10,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,2783.99
2016,10,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,2783.99
2016,10,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,2783.99
2016,10,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,2783.99
2016,10,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,2783.99
2016,10,Components,Cranksets,LL Crankset,3,315.88
2016,10,Components,Cranksets,LL Crankset,3,315.88
2016,10,Components,Cranksets,LL Crankset,3,315.88
2016,10,Components,Cranksets,LL Crankset,3,315.88
2016,10,Components,Cranksets,LL Crankset,3,315.88
2016,10,Components,Cranksets,LL Crankset,3,315.88
2016,10,Components,Cranksets,LL Crankset,3,315.88
2016,10,Components,Cranksets,LL Crankset,3,315.88
2016,10,Components,Cranksets,LL Crankset,3,315.88
2016,10,Components,Cranksets,LL Crankset,3,315.88
2016,10,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",3,89.98
2016,10,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",3,89.98
2016,10,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",3,89.98
2016,10,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",3,89.98
2016,10,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",3,89.98
2016,10,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",3,89.98
2016,10,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",3,89.98
2016,10,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",3,89.98
2016,10,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",3,89.98
2016,10,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",3,89.98
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,338.99
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 42",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 42",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 42",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 42",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 42",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 42",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 42",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 42",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 42",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 42",1,158.43
2016,10,Components,Mountain Frames,"ML Mountain Frame-W - Silver, 40",1,218.45
2016,10,Components,Mountain Frames,"ML Mountain Frame-W - Silver, 40",1,218.45
2016,10,Components,Mountain Frames,"ML Mountain Frame-W - Silver, 40",1,218.45
2016,10,Components,Mountain Frames,"ML Mountain Frame-W - Silver, 40",1,218.45
2016,10,Components,Mountain Frames,"ML Mountain Frame-W - Silver, 40",1,218.45
2016,10,Components,Mountain Frames,"ML Mountain Frame-W - Silver, 40",1,218.45
2016,10,Components,Mountain Frames,"ML Mountain Frame-W - Silver, 40",1,218.45
2016,10,Components,Mountain Frames,"ML Mountain Frame-W - Silver, 40",1,218.45
2016,10,Components,Mountain Frames,"ML Mountain Frame-W - Silver, 40",1,218.45
2016,10,Components,Mountain Frames,"ML Mountain Frame-W - Silver, 40",1,218.45
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 52",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 52",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 52",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 52",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 52",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 52",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 52",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 52",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 52",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 52",1,158.43
2016,10,Components,Bottom Brackets,LL Bottom Bracket,5,161.97
2016,10,Components,Bottom Brackets,LL Bottom Bracket,5,161.97
2016,10,Components,Bottom Brackets,LL Bottom Bracket,5,161.97
2016,10,Components,Bottom Brackets,LL Bottom Bracket,5,161.97
2016,10,Components,Bottom Brackets,LL Bottom Bracket,5,161.97
2016,10,Components,Bottom Brackets,LL Bottom Bracket,5,161.97
2016,10,Components,Bottom Brackets,LL Bottom Bracket,5,161.97
2016,10,Components,Bottom Brackets,LL Bottom Bracket,5,161.97
2016,10,Components,Bottom Brackets,LL Bottom Bracket,5,161.97
2016,10,Components,Bottom Brackets,LL Bottom Bracket,5,161.97
2016,10,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,34.04
2016,10,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,34.04
2016,10,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,34.04
2016,10,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,34.04
2016,10,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,34.04
2016,10,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,34.04
2016,10,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,34.04
2016,10,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,34.04
2016,10,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,34.04
2016,10,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,34.04
2016,10,Accessories,Helmets,"Sport-100 Helmet, Black",4,83.98
2016,10,Accessories,Helmets,"Sport-100 Helmet, Black",4,83.98
2016,10,Accessories,Helmets,"Sport-100 Helmet, Black",4,83.98
2016,10,Accessories,Helmets,"Sport-100 Helmet, Black",4,83.98
2016,10,Accessories,Helmets,"Sport-100 Helmet, Black",4,83.98
2016,10,Accessories,Helmets,"Sport-100 Helmet, Black",4,83.98
2016,10,Accessories,Helmets,"Sport-100 Helmet, Black",4,83.98
2016,10,Accessories,Helmets,"Sport-100 Helmet, Black",4,83.98
2016,10,Accessories,Helmets,"Sport-100 Helmet, Black",4,83.98
2016,10,Accessories,Helmets,"Sport-100 Helmet, Black",4,83.98
2016,10,Components,Bottom Brackets,HL Bottom Bracket,4,291.58
2016,10,Components,Bottom Brackets,HL Bottom Bracket,4,291.58
2016,10,Components,Bottom Brackets,HL Bottom Bracket,4,291.58
2016,10,Components,Bottom Brackets,HL Bottom Bracket,4,291.58
2016,10,Components,Bottom Brackets,HL Bottom Bracket,4,291.58
2016,10,Components,Bottom Brackets,HL Bottom Bracket,4,291.58
2016,10,Components,Bottom Brackets,HL Bottom Bracket,4,291.58
2016,10,Components,Bottom Brackets,HL Bottom Bracket,4,291.58
2016,10,Components,Bottom Brackets,HL Bottom Bracket,4,291.58
2016,10,Components,Bottom Brackets,HL Bottom Bracket,4,291.58
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 44",4,633.72
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 44",4,633.72
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 44",4,633.72
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 44",4,633.72
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 44",4,633.72
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 44",4,633.72
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 44",4,633.72
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 44",4,633.72
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 44",4,633.72
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 44",4,633.72
2016,10,Clothing,Gloves,"Half-Finger Gloves, L",4,58.78
2016,10,Clothing,Gloves,"Half-Finger Gloves, L",4,58.78
2016,10,Clothing,Gloves,"Half-Finger Gloves, L",4,58.78
2016,10,Clothing,Gloves,"Half-Finger Gloves, L",4,58.78
2016,10,Clothing,Gloves,"Half-Finger Gloves, L",4,58.78
2016,10,Clothing,Gloves,"Half-Finger Gloves, L",4,58.78
2016,10,Clothing,Gloves,"Half-Finger Gloves, L",4,58.78
2016,10,Clothing,Gloves,"Half-Finger Gloves, L",4,58.78
2016,10,Clothing,Gloves,"Half-Finger Gloves, L",4,58.78
2016,10,Clothing,Gloves,"Half-Finger Gloves, L",4,58.78
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 40",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 40",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 40",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 40",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 40",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 40",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 40",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 40",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 40",1,158.43
2016,10,Components,Mountain Frames,"LL Mountain Frame - Silver, 40",1,158.43
2016,10,Components,Brakes,Front Brakes,4,255.60
2016,10,Components,Brakes,Front Brakes,4,255.60
2016,10,Components,Brakes,Front Brakes,4,255.60
2016,10,Components,Brakes,Front Brakes,4,255.60
2016,10,Components,Brakes,Front Brakes,4,255.60
2016,10,Components,Brakes,Front Brakes,4,255.60
2016,10,Components,Brakes,Front Brakes,4,255.60
2016,10,Components,Brakes,Front Brakes,4,255.60
2016,10,Components,Brakes,Front Brakes,4,255.60
2016,10,Components,Brakes,Front Brakes,4,255.60
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,338.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,338.99
2016,10,Components,Derailleurs,Rear Derailleur,4,291.50
2016,10,Components,Derailleurs,Rear Derailleur,4,291.50
2016,10,Components,Derailleurs,Rear Derailleur,4,291.50
2016,10,Components,Derailleurs,Rear Derailleur,4,291.50
2016,10,Components,Derailleurs,Rear Derailleur,4,291.50
2016,10,Components,Derailleurs,Rear Derailleur,4,291.50
2016,10,Components,Derailleurs,Rear Derailleur,4,291.50
2016,10,Components,Derailleurs,Rear Derailleur,4,291.50
2016,10,Components,Derailleurs,Rear Derailleur,4,291.50
2016,10,Components,Derailleurs,Rear Derailleur,4,291.50
2016,10,Bikes,Mountain Bikes,"Mountain-500 Black, 42",1,323.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Black, 42",1,323.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Black, 42",1,323.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Black, 42",1,323.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Black, 42",1,323.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Black, 42",1,323.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Black, 42",1,323.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Black, 42",1,323.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Black, 42",1,323.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Black, 42",1,323.99
2016,10,Components,Handlebars,LL Mountain Handlebars,2,53.45
2016,10,Components,Handlebars,LL Mountain Handlebars,2,53.45
2016,10,Components,Handlebars,LL Mountain Handlebars,2,53.45
2016,10,Components,Handlebars,LL Mountain Handlebars,2,53.45
2016,10,Components,Handlebars,LL Mountain Handlebars,2,53.45
2016,10,Components,Handlebars,LL Mountain Handlebars,2,53.45
2016,10,Components,Handlebars,LL Mountain Handlebars,2,53.45
2016,10,Components,Handlebars,LL Mountain Handlebars,2,53.45
2016,10,Components,Handlebars,LL Mountain Handlebars,2,53.45
2016,10,Components,Handlebars,LL Mountain Handlebars,2,53.45
2016,10,Components,Pedals,ML Mountain Pedal,2,74.51
2016,10,Components,Pedals,ML Mountain Pedal,2,74.51
2016,10,Components,Pedals,ML Mountain Pedal,2,74.51
2016,10,Components,Pedals,ML Mountain Pedal,2,74.51
2016,10,Components,Pedals,ML Mountain Pedal,2,74.51
2016,10,Components,Pedals,ML Mountain Pedal,2,74.51
2016,10,Components,Pedals,ML Mountain Pedal,2,74.51
2016,10,Components,Pedals,ML Mountain Pedal,2,74.51
2016,10,Components,Pedals,ML Mountain Pedal,2,74.51
2016,10,Components,Pedals,ML Mountain Pedal,2,74.51
2016,10,Components,Mountain Frames,"LL Mountain Frame - Black, 42",1,149.87
2016,10,Components,Mountain Frames,"LL Mountain Frame - Black, 42",1,149.87
2016,10,Components,Mountain Frames,"LL Mountain Frame - Black, 42",1,149.87
2016,10,Components,Mountain Frames,"LL Mountain Frame - Black, 42",1,149.87
2016,10,Components,Mountain Frames,"LL Mountain Frame - Black, 42",1,149.87
2016,10,Components,Mountain Frames,"LL Mountain Frame - Black, 42",1,149.87
2016,10,Components,Mountain Frames,"LL Mountain Frame - Black, 42",1,149.87
2016,10,Components,Mountain Frames,"LL Mountain Frame - Black, 42",1,149.87
2016,10,Components,Mountain Frames,"LL Mountain Frame - Black, 42",1,149.87
2016,10,Components,Mountain Frames,"LL Mountain Frame - Black, 42",1,149.87
2016,10,Clothing,Shorts,"Women's Mountain Shorts, M",3,125.98
2016,10,Clothing,Shorts,"Women's Mountain Shorts, M",3,125.98
2016,10,Clothing,Shorts,"Women's Mountain Shorts, M",3,125.98
2016,10,Clothing,Shorts,"Women's Mountain Shorts, M",3,125.98
2016,10,Clothing,Shorts,"Women's Mountain Shorts, M",3,125.98
2016,10,Clothing,Shorts,"Women's Mountain Shorts, M",3,125.98
2016,10,Clothing,Shorts,"Women's Mountain Shorts, M",3,125.98
2016,10,Clothing,Shorts,"Women's Mountain Shorts, M",3,125.98
2016,10,Clothing,Shorts,"Women's Mountain Shorts, M",3,125.98
2016,10,Clothing,Shorts,"Women's Mountain Shorts, M",3,125.98
2016,10,Clothing,Gloves,"Half-Finger Gloves, S",2,29.39
2016,10,Clothing,Gloves,"Half-Finger Gloves, S",2,29.39
2016,10,Clothing,Gloves,"Half-Finger Gloves, S",2,29.39
2016,10,Clothing,Gloves,"Half-Finger Gloves, S",2,29.39
2016,10,Clothing,Gloves,"Half-Finger Gloves, S",2,29.39
2016,10,Clothing,Gloves,"Half-Finger Gloves, S",2,29.39
2016,10,Clothing,Gloves,"Half-Finger Gloves, S",2,29.39
2016,10,Clothing,Gloves,"Half-Finger Gloves, S",2,29.39
2016,10,Clothing,Gloves,"Half-Finger Gloves, S",2,29.39
2016,10,Clothing,Gloves,"Half-Finger Gloves, S",2,29.39
2016,10,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",4,119.98
2016,10,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",4,119.98
2016,10,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",4,119.98
2016,10,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",4,119.98
2016,10,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",4,119.98
2016,10,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",4,119.98
2016,10,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",4,119.98
2016,10,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",4,119.98
2016,10,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",4,119.98
2016,10,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",4,119.98
2016,10,Components,Pedals,LL Mountain Pedal,2,48.59
2016,10,Components,Pedals,LL Mountain Pedal,2,48.59
2016,10,Components,Pedals,LL Mountain Pedal,2,48.59
2016,10,Components,Pedals,LL Mountain Pedal,2,48.59
2016,10,Components,Pedals,LL Mountain Pedal,2,48.59
2016,10,Components,Pedals,LL Mountain Pedal,2,48.59
2016,10,Components,Pedals,LL Mountain Pedal,2,48.59
2016,10,Components,Pedals,LL Mountain Pedal,2,48.59
2016,10,Components,Pedals,LL Mountain Pedal,2,48.59
2016,10,Components,Pedals,LL Mountain Pedal,2,48.59
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 48",2,677.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 48",2,677.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 48",2,677.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 48",2,677.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 48",2,677.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 48",2,677.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 48",2,677.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 48",2,677.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 48",2,677.99
2016,10,Bikes,Mountain Bikes,"Mountain-500 Silver, 48",2,677.99
2016,10,Components,Mountain Frames,"HL Mountain Frame - Black, 38",1,809.76
2016,10,Components,Mountain Frames,"HL Mountain Frame - Black, 38",1,809.76
2016,10,Components,Mountain Frames,"HL Mountain Frame - Black, 38",1,809.76
2016,10,Components,Mountain Frames,"HL Mountain Frame - Black, 38",1,809.76
2016,10,Components,Mountain Frames,"HL Mountain Frame - Black, 38",1,809.76
2016,10,Components,Mountain Frames,"HL Mountain Frame - Black, 38",1,809.76
2016,10,Components,Mountain Frames,"HL Mountain Frame - Black, 38",1,809.76
2016,10,Components,Mountain Frames,"HL Mountain Frame - Black, 38",1,809.76
2016,10,Components,Mountain Frames,"HL Mountain Frame - Black, 38",1,809.76
2016,10,Components,Mountain Frames,"HL Mountain Frame - Black, 38",1,809.76
2016,10,Components,Mountain Frames,"HL Mountain Frame - Silver, 38",3,2456.10
2016,10,Components,Mountain Frames,"HL Mountain Frame - Silver, 38",3,2456.10
2016,10,Components,Mountain Frames,"HL Mountain Frame - Silver, 38",3,2456.10
2016,10,Components,Mountain Frames,"HL Mountain Frame - Silver, 38",3,2456.10
2016,10,Components,Mountain Frames,"HL Mountain Frame - Silver, 38",3,2456.10
2016,10,Components,Mountain Frames,"HL Mountain Frame - Silver, 38",3,2456.10
